"card_id","key_infor","vietnamese_meaning","english_meaning","english_meaning_separated_by_space","english_ipa","english_ipa_separated_by_space"
"149","coming back, for a purpose","Vì họ cũng trở về đây với một mục đích.","Because they're also **coming back for a purpose**.","Because___they're___also___**coming___back___for___a___purpose**.","/bɪˈkɔz ðɛr ˈɔlsoʊ ˈkʌmɪŋ bæk fɔr ə ˈpɜrpəs/","bɪˈkɔz___ðɛr___ˈɔlsoʊ___ˈkʌmɪŋ___bæk___fɔr___ə___ˈpɜrpəs"
"150","only look for people, make money, mercenaries","Nếu chúng tôi chỉ tìm những người muốn kiếm tiền, tôi nghĩ chúng tôi sẽ không tuyển họ ngay từ đầu, vì đó là những người làm thuê vì tiền. (Đã bỏ phần lặp từ do nói vấp.)","If we only look for people who would just want to make money, I think we would not hire them in the first place, because these are **mercenaries**, right?","If___we___only___look___for___people___who___would___just___want___to___make___money,___I___think___we___would___not___hire___them___in___the___first___place,___because___these___are___**mercenaries**,___right?","/ɪf wi ˈoʊnli lʊk fɔr ˈpipəl hu wʊd dʒʌst wɑnt tu meɪk ˈmʌni aɪ θɪŋk wi wʊd nɑt haɪr ðɛm ɪn ðə fɜrst pleɪs bɪˈkɔz ðiz ɑr ˈmɜrsəˌnɛriz raɪt/","ɪf___wi___ˈoʊnli___lʊk___fɔr___ˈpipəl___hu___wʊd___dʒʌst___wɑnt___tu___meɪk___ˈmʌni___aɪ___θɪŋk___wi___wʊd___nɑt___haɪr___ðɛm___ɪn___ðə___fɜrst___pleɪs___bɪˈkɔz___ðiz___ɑr___ˈmɜrsəˌnɛriz___raɪt"
"151","little bit more, missionaries","Và bạn cần thêm một chút những người làm việc vì sứ mệnh, đúng không?","And you need a little bit more **missionaries**, right?","And___you___need___a___little___bit___more___**missionaries**,___right?","/ænd ju nid ə ˈlɪtəl bɪt mɔr ˈmɪʃəˌnɛriz raɪt/","ænd___ju___nid___ə___ˈlɪtəl___bɪt___mɔr___ˈmɪʃəˌnɛriz___raɪt"
"152","find people, here's what we can offer","Vậy bạn cần tìm những người nói rằng, hãy đến đây, đây là những gì chúng tôi có thể cung cấp.","So you need to find people who are saying, come over, **here's what we can offer**.","So___you___need___to___find___people___who___are___saying,___come___over,___**here's___what___we___can___offer**.","/soʊ ju nid tu faɪnd ˈpipəl hu ɑr ˈseɪɪŋ kʌm ˈoʊvər hɪrz wʌt wi kən ˈɔfər/","soʊ___ju___nid___tu___faɪnd___ˈpipəl___hu___ɑr___ˈseɪɪŋ___kʌm___ˈoʊvər___hɪrz___wʌt___wi___kən___ˈɔfər"
"153","excited, opportunity","Bạn có thấy hào hứng với cơ hội này không?","Are you **excited** about the **opportunity**?","Are___you___**excited**___about___the___**opportunity**?","/ɑr ju ɪkˈsaɪtɪd əˈbaʊt ðə ˌɑpərˈtunəti/","ɑr___ju___ɪkˈsaɪtɪd___əˈbaʊt___ðə___ˌɑpərˈtunəti"
"154","the other one, hygiene","Và điều thứ hai trở thành yếu tố cơ bản (hygiene).","And then the other one is **hygiene**.","And___then___the___other___one___is___**hygiene**.","/ænd ðɛn ðə ˈʌðər wʌn ɪz ˈhaɪdʒin/","ænd___ðɛn___ðə___ˈʌðər___wʌn___ɪz___ˈhaɪdʒin"
"155","of course, hygiene, need to meet","Và tất nhiên yếu tố cơ bản đó bạn cần phải đáp ứng, đúng không?","And of course that **hygiene** you need to meet, right?","And___of___course___that___**hygiene**___you___need___to___meet,___right?","/ænd ʌv kɔrs ðæt ˈhaɪdʒin ju nid tu mit raɪt/","ænd___ʌv___kɔrs___ðæt___ˈhaɪdʒin___ju___nid___tu___mit___raɪt"
"156","we have, programs","Và vì vậy chúng tôi có các chương trình.","And so we have **programs**.","And___so___we___have___**programs**.","/ænd soʊ wi hæv ˈproʊɡræmz/","ænd___soʊ___wi___hæv___ˈproʊɡræmz"
"157","know what we need, pay","Chúng tôi biết mình cần phải trả những gì.","We know what we need to **pay**.","We___know___what___we___need___to___**pay**.","/wi noʊ wʌt wi nid tu peɪ/","wi___noʊ___wʌt___wi___nid___tu___peɪ"
"158","get people, Singapore, Hong Kong, lower taxes","Và chúng tôi có thể tuyển được những người hiện đang ở những khu vực như Singapore và Hồng Kông với mức thuế thấp hơn nhiều, đúng không?","And we can get people who are right now in areas like **Singapore and Hong Kong** with much **lower taxes**, right?","And___we___can___get___people___who___are___right___now___in___areas___like___**Singapore___and___Hong___Kong**___with___much___**lower___taxes**,___right?","/ænd wi kən ɡɛt ˈpipəl hu ɑr raɪt naʊ ɪn ˈɛriəz laɪk ˈsɪŋɡəpɔr ænd hɑŋ kɑŋ wɪð mʌtʃ ˈloʊər ˈtæksəz raɪt/","ænd___wi___kən___ɡɛt___ˈpipəl___hu___ɑr___raɪt___naʊ___ɪn___ˈɛriəz___laɪk___ˈsɪŋɡəpɔr___ænd___hɑŋ___kɑŋ___wɪð___mʌtʃ___ˈloʊər___ˈtæksəz___raɪt"
"159","afford, producing, stellar result","Và bạn có thể chấp nhận điều này vì bạn đang tạo ra một kết quả xuất sắc.","And you can **afford** to do this because you're producing a **stellar result**.","And___you___can___**afford**___to___do___this___because___you're___producing___a___**stellar___result**.","/ænd ju kən əˈfɔrd tu du ðɪs bɪˈkɔz jʊr prəˈdusɪŋ ə ˈstɛlər rɪˈzʌlt/","ænd___ju___kən___əˈfɔrd___tu___du___ðɪs___bɪˈkɔz___jʊr___prəˈdusɪŋ___ə___ˈstɛlər___rɪˈzʌlt"
"160","basically giving, the tools","Vậy nên chúng tôi cơ bản là đang trao cho họ các công cụ.","So we're basically giving them **the tools**.","So___we're___basically___giving___them___**the___tools**.","/soʊ wɪr ˈbeɪsɪkli ˈɡɪvɪŋ ðɛm ðə tulz/","soʊ___wɪr___ˈbeɪsɪkli___ˈɡɪvɪŋ___ðɛm___ðə___tulz"
"161","enable them, earn more money, create more value","Vậy nên chúng tôi giúp họ có thể kiếm được nhiều tiền hơn vì họ có thể tạo ra nhiều giá trị hơn.","So we enable them to basically **earn more money** because they can **create more value**.","So___we___enable___them___to___basically___**earn___more___money**___because___they___can___**create___more___value**.","/soʊ wi ɪˈneɪbəl ðɛm tu ˈbeɪsɪkli ɜrn mɔr ˈmʌni bɪˈkɔz ðeɪ kən kriˈeɪt mɔr ˈvælju/","soʊ___wi___ɪˈneɪbəl___ðɛm___tu___ˈbeɪsɪkli___ɜrn___mɔr___ˈmʌni___bɪˈkɔz___ðeɪ___kən___kriˈeɪt___mɔr___ˈvælju"
"162","more value, more, give back","Càng tạo ra nhiều giá trị, chúng tôi càng có thể trao lại nhiều hơn.","The more **value** they can create, the more we're able to **give back**.","The___more___**value**___they___can___create,___the___more___we're___able___to___**give___back**.","/ðə mɔr ˈvælju ðeɪ kən kriˈeɪt ðə mɔr wɪr ˈeɪbəl tu ɡɪv bæk/","ðə___mɔr___ˈvælju___ðeɪ___kən___kriˈeɪt___ðə___mɔr___wɪr___ˈeɪbəl___tu___ɡɪv___bæk"
"163","business model, shifting towards that","Vậy nên mô hình kinh doanh cũng đang chuyển dịch theo hướng đó.","So the **business model** is also **shifting towards** that.","So___the___**business___model**___is___also___**shifting___towards**___that.","/soʊ ðə ˈbɪznəs ˈmɑdəl ɪz ˈɔlsoʊ ˈʃɪftɪŋ təˈwɔrdz ðæt/","soʊ___ðə___ˈbɪznəs___ˈmɑdəl___ɪz___ˈɔlsoʊ___ˈʃɪftɪŋ___təˈwɔrdz___ðæt"
"164","reflected, your results","Và điều này được thể hiện trong kết quả của bạn.","And this is **reflected** in your results.","And___this___is___**reflected**___in___your___results.","/ænd ðɪs ɪz rɪˈflɛktɪd ɪn jʊr rɪˈzʌlts/","ænd___ðɪs___ɪz___rɪˈflɛktɪd___ɪn___jʊr___rɪˈzʌlts"
"165","return on assets, over 2%","Bạn đang tạo ra tỷ suất sinh lời trên tài sản trên 2%.","You're producing a **return on assets** of over **2%**.","You're___producing___a___**return___on___assets**___of___over___**2%**.","/jʊr prəˈdusɪŋ ə rɪˈtɜrn ɑn ˈæsɛts ʌv ˈoʊvər tu.ˈpɜrsɛnt/","jʊr___prəˈdusɪŋ___ə___rɪˈtɜrn___ɑn___ˈæsɛts___ʌv___ˈoʊvər___tu.ˈpɜrsɛnt"
"166","amazing result, anywhere in the world","Ý tôi là, đó là một kết quả tuyệt vời ở bất cứ đâu trên thế giới.","I mean, which is an **amazing result** anywhere in the world.","I___mean,___which___is___an___**amazing___result**___anywhere___in___the___world.","/aɪ min wɪtʃ ɪz ən əˈmeɪzɪŋ rɪˈzʌlt ˈɛniwɛr ɪn ðə wɜrld/","aɪ___min___wɪtʃ___ɪz___ən___əˈmeɪzɪŋ___rɪˈzʌlt___ˈɛniwɛr___ɪn___ðə___wɜrld"
"167","net interest income, lending rate, deposit rate","Thu nhập lãi thuần, tức là chênh lệch giữa lãi suất cho vay và lãi suất huy động, là khoảng bốn điểm phần trăm cho đến gần đây.","Net interest income, the difference between the **lending rate** and the **deposit rate**, is around four percentage points until recently.","Net___interest___income,___the___difference___between___the___**lending___rate**___and___the___**deposit___rate**,___is___around___four___percentage___points___until___recently.","/nɛt ˈɪntrəst ˈɪnkʌm ðə ˈdɪfərəns bɪˈtwin ðə ˈlɛndɪŋ reɪt ænd ðə dɪˈpɑzɪt reɪt ɪz əˈraʊnd fɔr pərˈsɛntɪdʒ pɔɪnts ənˈtɪl ˈrisəntli/","nɛt___ˈɪntrəst___ˈɪnkʌm___ðə___ˈdɪfərəns___bɪˈtwin___ðə___ˈlɛndɪŋ___reɪt___ænd___ðə___dɪˈpɑzɪt___reɪt___ɪz___əˈraʊnd___fɔr___pərˈsɛntɪdʒ___pɔɪnts___ənˈtɪl___ˈrisəntli"
"168","get into, all that","Chúng ta sẽ đi sâu vào tất cả những điều đó.","We'll **get into** all that.","We'll___**get___into**___all___that.","/wil ɡɛt ˈɪntu ɔl ðæt/","wil___ɡɛt___ˈɪntu___ɔl___ðæt"
"169","move into, that actually","Tôi muốn đi vào phần đó luôn.","I want to **move into** that actually.","I___want___to___**move___into**___that___actually.","/aɪ wɑnt tu muv ˈɪntu ðæt ˈæktʃuəli/","aɪ___wɑnt___tu___muv___ˈɪntu___ðæt___ˈæktʃuəli"
"170","Mike, wondering, know more about Techcombank","Mike, có thể các bạn đang nghe hôm nay và tự hỏi làm sao để biết thêm về Techcombank. (Đã sửa lỗi phiên âm tên ngân hàng.)","Mike, you guys might be listening today and wondering, how do I know more about **Techcombank**?","Mike,___you___guys___might___be___listening___today___and___wondering,___how___do___I___know___more___about___**Techcombank**?","/maɪk ju ɡaɪz maɪt bi ˈlɪsənɪŋ təˈdeɪ ænd ˈwʌndərɪŋ haʊ du aɪ noʊ mɔr əˈbaʊt ˈtɛkɔmbæŋk/","maɪk___ju___ɡaɪz___maɪt___bi___ˈlɪsənɪŋ___təˈdeɪ___ænd___ˈwʌndərɪŋ___haʊ___du___aɪ___noʊ___mɔr___əˈbaʊt___ˈtɛkɔmbæŋk"
"171","hear from the CEO, results themselves","Tôi muốn nghe từ CEO về chính những kết quả đó.","I want to hear from the **CEO** about the **results themselves**.","I___want___to___hear___from___the___**CEO**___about___the___**results___themselves**.","/aɪ wɑnt tu hɪr frʌm ðə ˌsiˌiˈoʊ əˈbaʊt ðə rɪˈzʌlts ðɛmˈsɛlvz/","aɪ___wɑnt___tu___hɪr___frʌm___ðə___ˌsiˌiˈoʊ___əˈbaʊt___ðə___rɪˈzʌlts___ðɛmˈsɛlvz"
"172","about to, get into it","Chúng ta đang sắp đi vào phần đó.","Well, we're about to **get into it**.","Well,___we're___about___to___**get___into___it**.","/wɛl wɪr əˈbaʊt tu ɡɛt ˈɪntu ɪt/","wɛl___wɪr___əˈbaʊt___tu___ɡɛt___ˈɪntu___ɪt"
"173","start with the numbers, speak for themselves","Tôi muốn bắt đầu trước với các số liệu vì chúng tự nói lên tất cả.","So I want to firstly start with the **numbers**, because they **speak for themselves**.","So___I___want___to___firstly___start___with___the___**numbers**,___because___they___**speak___for___themselves**.","/soʊ aɪ wɑnt tu ˈfɜrstli stɑrt wɪð ðə ˈnʌmbərz bɪˈkɔz ðeɪ spik fɔr ðɛmˈsɛlvz/","soʊ___aɪ___wɑnt___tu___ˈfɜrstli___stɑrt___wɪð___ðə___ˈnʌmbərz___bɪˈkɔz___ðeɪ___spik___fɔr___ðɛmˈsɛlvz"
"174","return on assets, above 2%, market average","Tỷ suất sinh lời trên tài sản trên 2%, điều mà tôi hiểu là cao hơn mức trung bình thị trường.","A **return on assets** above 2%, which I understand to be above the **market average**.","A___**return___on___assets**___above___2%,___which___I___understand___to___be___above___the___**market___average**.","/ə rɪˈtɜrn ɑn ˈæsɛts əˈbʌv tu.ˈpɜrsɛnt wɪtʃ aɪ ˌʌndərˈstænd tu bi əˈbʌv ðə ˈmɑrkɪt ˈævərɪdʒ/","ə___rɪˈtɜrn___ɑn___ˈæsɛts___əˈbʌv___tu.ˈpɜrsɛnt___wɪtʃ___aɪ___ˌʌndərˈstænd___tu___bi___əˈbʌv___ðə___ˈmɑrkɪt___ˈævərɪdʒ"
"175","excellent result, anywhere in the world","Đây là một kết quả xuất sắc ở bất cứ đâu trên thế giới.","This is an **excellent result** anywhere in the world.","This___is___an___**excellent___result**___anywhere___in___the___world.","/ðɪs ɪz ən ˈɛksələnt rɪˈzʌlt ˈɛniwɛr ɪn ðə wɜrld/","ðɪs___ɪz___ən___ˈɛksələnt___rɪˈzʌlt___ˈɛniwɛr___ɪn___ðə___wɜrld"
"176","very good, high credit rating, private bank","Rất tốt — một mức xếp hạng tín dụng cao đối với bất kỳ ngân hàng tư nhân nào. (Đã ghép câu cảm thán ngắn 'Very good.' vào câu tiếp theo.)","Very good, a high **credit rating** of any **private bank**.","Very___good,___a___high___**credit___rating**___of___any___**private___bank**.","/ˈvɛri ɡʊd ə haɪ ˈkrɛdɪt ˈreɪtɪŋ ʌv ˈɛni ˈpraɪvət bæŋk/","ˈvɛri___ɡʊd___ə___haɪ___ˈkrɛdɪt___ˈreɪtɪŋ___ʌv___ˈɛni___ˈpraɪvət___bæŋk"
"177","more than tech, achieve this","Vậy nên nó cần nhiều hơn là công nghệ để đạt được điều này.","So it takes **more than tech** to achieve this.","So___it___takes___**more___than___tech**___to___achieve___this.","/soʊ ɪt teɪks mɔr ðæn tɛk tu əˈtʃiv ðɪs/","soʊ___ɪt___teɪks___mɔr___ðæn___tɛk___tu___əˈtʃiv___ðɪs"
"178","share about, main drivers, that performance, the bank, last couple of years","Tôi rất muốn bạn chia sẻ về những yếu tố chính khác thúc đẩy hiệu quả đó của ngân hàng, đặc biệt là trong vài năm gần đây.","I would love for you to share about what the other **main drivers** of that performance of the bank are, especially in the **last couple of years**.","I___would___love___for___you___to___share___about___what___the___other___**main___drivers**___of___that___performance___of___the___bank___are,___especially___in___the___**last___couple___of___years**.","/aɪ wʊd lʌv fɔr ju tu ʃɛr əˈbaʊt wʌt ðə ˈʌðər meɪn ˈdraɪvərz ʌv ðæt pərˈfɔrməns ʌv ðə bæŋk ɑr ɪˈspɛʃəli ɪn ðə læst ˈkʌpəl ʌv jɪrz/","aɪ___wʊd___lʌv___fɔr___ju___tu___ʃɛr___əˈbaʊt___wʌt___ðə___ˈʌðər___meɪn___ˈdraɪvərz___ʌv___ðæt___pərˈfɔrməns___ʌv___ðə___bæŋk___ɑr___ɪˈspɛʃəli___ɪn___ðə___læst___ˈkʌpəl___ʌv___jɪrz"
"179","the first one, funding cost, successful bank, cheap funding, basic for","Điều đầu tiên là, chúng tôi thực sự rất chú trọng đến chi phí huy động vốn của mình, và điều cơ bản để một ngân hàng thành công là nguồn vốn rẻ.","The first one is, we really look very much after our **funding cost**, and the basic for every successful bank is **cheap funding**.","The___first___one___is,___we___really___look___very___much___after___our___**funding___cost**,___and___the___basic___for___every___successful___bank___is___**cheap___funding**.","/ðə fɜrst wʌn ɪz wi ˈrɪli lʊk ˈvɛri mʌtʃ ˈæftər aʊr ˈfʌndɪŋ kɔst ænd ðə ˈbeɪsɪk fɔr ˈɛvri səkˈsɛsfəl bæŋk ɪz tʃip ˈfʌndɪŋ/","ðə___fɜrst___wʌn___ɪz___wi___ˈrɪli___lʊk___ˈvɛri___mʌtʃ___ˈæftər___aʊr___ˈfʌndɪŋ___kɔst___ænd___ðə___ˈbeɪsɪk___fɔr___ˈɛvri___səkˈsɛsfəl___bæŋk___ɪz___tʃip___ˈfʌndɪŋ"
"180","current accounts, savings accounts, cheap form of funding, hearing us talk, so much","Đó là lý do vì sao bạn nghe chúng tôi nói nhiều về tài khoản thanh toán và tài khoản tiết kiệm, vì đó là một hình thức huy động vốn rẻ.","That is why you're hearing us talk so much about **current accounts** and **savings accounts**, because it is a cheap form of funding.","That___is___why___you're___hearing___us___talk___so___much___about___**current___accounts**___and___**savings___accounts**,___because___it___is___a___cheap___form___of___funding.","/ðæt ɪz waɪ jʊr ˈhɪrɪŋ ʌs tɔk soʊ mʌtʃ əˈbaʊt ˈkɜrənt əˈkaʊnts ænd ˈseɪvɪŋz əˈkaʊnts bɪˈkɔz ɪt ɪz ə tʃip fɔrm ʌv ˈfʌndɪŋ/","ðæt___ɪz___waɪ___jʊr___ˈhɪrɪŋ___ʌs___tɔk___soʊ___mʌtʃ___əˈbaʊt___ˈkɜrənt___əˈkaʊnts___ænd___ˈseɪvɪŋz___əˈkaʊnts___bɪˈkɔz___ɪt___ɪz___ə___tʃip___fɔrm___ʌv___ˈfʌndɪŋ"
"181","go out, hunt for, expensive term deposits, all of that, not work","Nếu chúng tôi phải đi tìm kiếm những khoản tiền gửi có kỳ hạn rất đắt đỏ và tất cả những thứ đó, thì điều đó thực sự sẽ không hiệu quả.","If we would need to go out and hunt for very **expensive term deposits** and all of that, that would actually **not work**.","If___we___would___need___to___go___out___and___hunt___for___very___**expensive___term___deposits**___and___all___of___that,___that___would___actually___**not___work**.","/ɪf wi wʊd nid tu ɡoʊ aʊt ænd hʌnt fɔr ˈvɛri ɪkˈspɛnsɪv tɜrm dɪˈpɑzɪts ænd ɔl ʌv ðæt ðæt wʊd ˈæktʃuəli nɑt wɜrk/","ɪf___wi___wʊd___nid___tu___ɡoʊ___aʊt___ænd___hʌnt___fɔr___ˈvɛri___ɪkˈspɛnsɪv___tɜrm___dɪˈpɑzɪts___ænd___ɔl___ʌv___ðæt___ðæt___wʊd___ˈæktʃuəli___nɑt___wɜrk"
"182","digital loyalty programs, day-to-day bank, transaction amount, in order to pay, cheap deposit rates","Vậy nên lý do chúng tôi thực hiện nhiều chương trình khách hàng thân thiết kỹ thuật số và cố gắng thực sự trở thành ngân hàng hàng ngày của bạn là vì khi đó mọi người để lại số tiền mặt hoặc số tiền giao dịch bình thường của họ, mà họ cần để chi tiêu và sinh hoạt, tại ngân hàng với mức lãi suất tiền gửi tương đối rẻ.","So the reason we're doing so much **digital loyalty programs** and trying to really be your day-to-day bank is because then people leave their cash or their normal transaction amount, which they need in order to pay and just live, with the bank at relatively **cheap deposit rates**.","So___the___reason___we're___doing___so___much___**digital___loyalty___programs**___and___trying___to___really___be___your___day-to-day___bank___is___because___then___people___leave___their___cash___or___their___normal___transaction___amount,___which___they___need___in___order___to___pay___and___just___live,___with___the___bank___at___relatively___**cheap___deposit___rates**.","/soʊ ðə ˈrizən wɪr ˈduɪŋ soʊ mʌtʃ ˈdɪdʒɪtəl ˈlɔɪəlti ˈproʊɡræmz ænd ˈtraɪɪŋ tu ˈrɪli bi jʊr ˈdeɪtəˈdeɪ bæŋk ɪz bɪˈkɔz ðɛn ˈpipəl liv ðɛr kæʃ ɔr ðɛr ˈnɔrməl trænˈzækʃən əˈmaʊnt wɪtʃ ðeɪ nid ɪn ˈɔrdər tu peɪ ænd dʒʌst laɪv wɪð ðə bæŋk æt ˈrɛlətɪvli tʃip dɪˈpɑzɪt reɪts/","soʊ___ðə___ˈrizən___wɪr___ˈduɪŋ___soʊ___mʌtʃ___ˈdɪdʒɪtəl___ˈlɔɪəlti___ˈproʊɡræmz___ænd___ˈtraɪɪŋ___tu___ˈrɪli___bi___jʊr___ˈdeɪtəˈdeɪ___bæŋk___ɪz___bɪˈkɔz___ðɛn___ˈpipəl___liv___ðɛr___kæʃ___ɔr___ðɛr___ˈnɔrməl___trænˈzækʃən___əˈmaʊnt___wɪtʃ___ðeɪ___nid___ɪn___ˈɔrdər___tu___peɪ___ænd___dʒʌst___laɪv___wɪð___ðə___bæŋk___æt___ˈrɛlətɪvli___tʃip___dɪˈpɑzɪt___reɪts"
